PAW protein_summary_9 results file
written: Sun Apr  7 21:52:34 2019

 	=subtotal(109,B6:B10653)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
19.02	1	sp|P13645|K1C10_HUMAN	redundant	43.5	584	58826	Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6	342	259	0.757	90	120	132	70	87	102	85.838	111.136	126.533	CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_167|gi|1668744|gnl|PID|e195475, CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN, sp|O76014|KRT37_HUMAN, sp|P02533|K1C14_HUMAN, sp|P08779|K1C16_HUMAN, sp|P13646|K1C13_HUMAN
20.0	1	CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN	contaminant	27.3	432	48105	KERATIN, TYPE I CYTOSKELETAL 17 (CYTOKERATIN 17) (K17) (CK 17) (39.1) (VERSION 1) [Homo sapiens].	82	4	0.049	18	34	30	0	3	1	0.500	7.025	3.311	CONT_060|gi|542923|pir||S37780, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_167|gi|1668744|gnl|PID|e195475, CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN, sp|O76014|KRT37_HUMAN, sp|P02533|K1C14_HUMAN, sp|P08779|K1C16_HUMAN, sp|P13646|K1C13_HUMAN
20.01	1	sp|Q04695|K1C17_HUMAN	redundant	27.3	432	48105	Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2	82	4	0.049	18	34	30	0	3	1	0.500	7.025	3.311	CONT_060|gi|542923|pir||S37780, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_167|gi|1668744|gnl|PID|e195475, CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN, sp|O76014|KRT37_HUMAN, sp|P02533|K1C14_HUMAN, sp|P08779|K1C16_HUMAN, sp|P13646|K1C13_HUMAN
21.0	1	CONT_101|gi|125081|sp|P19012|K1CO_HUMAN	contaminant	12.3	456	49167	KERATIN, TYPE I CYTOSKELETAL 15 (CYTOKERATIN 15) (K15) (CK 15) [Homo sapiens].	64	0	0.000	17	25	22	0	0	0	0.000	0.000	0.000	CONT_060|gi|542923|pir||S37780, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_167|gi|1668744|gnl|PID|e195475, CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN, sp|O76014|KRT37_HUMAN, sp|P02533|K1C14_HUMAN, sp|P08779|K1C16_HUMAN, sp|P13646|K1C13_HUMAN
21.01	1	sp|P19012|K1C15_HUMAN	redundant	12.3	456	49211	Keratin, type I cytoskeletal 15 OS=Homo sapiens OX=9606 GN=KRT15 PE=1 SV=3	64	0	0.000	17	25	22	0	0	0	0.000	0.000	0.000	CONT_060|gi|542923|pir||S37780, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_167|gi|1668744|gnl|PID|e195475, CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN, sp|O76014|KRT37_HUMAN, sp|P02533|K1C14_HUMAN, sp|P08779|K1C16_HUMAN, sp|P13646|K1C13_HUMAN
22.0	1	CONT_102|gi|88044|pir||S01068	contaminant	15.4	408	45507	keratin 4, type II, cytoskeletal (fragment) [Homo sapiens].	43	1	0.023	13	17	13	0	0	1	0.000	0.000	2.352	CONT_064|gi|254622|bbs|112352, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q6KB66|K2C80_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
22.01	1	sp|P19013|K2C4_HUMAN	redundant	11.8	534	57285	Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=4	43	1	0.023	13	17	13	0	0	1	0.000	0.000	2.352	CONT_064|gi|254622|bbs|112352, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q6KB66|K2C80_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
23.0	1	CONT_108|gi|125090|sp|P02534|K1M1_SHEEP	contaminant	16.0	412	46674	KERATIN, TYPE I MICROFIBRILLAR 48 KD, COMPONENT 8C-1 (LOW-SULFUR KERATIN) [Ovis aries].	30	6	0.200	5	14	11	1	5	0	1.041	7.120	0.000	CONT_060|gi|542923|pir||S37780, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_167|gi|1668744|gnl|PID|e195475, CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN, sp|O76014|KRT37_HUMAN, sp|P02533|K1C14_HUMAN, sp|P08779|K1C16_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q9C075|K1C23_HUMAN
24.0	1	CONT_109|gi|125116|sp|P15241|K2M2_SHEEP	contaminant	12.0	491	53681	KERATIN, TYPE II MICROFIBRILLAR, COMPONENT 7C [Ovis aries].	70	0	0.000	24	27	19	0	0	0	0.000	0.500	0.250	CONT_044|gi|1083132|pir||A56694, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN, sp|Q9NSB4|KRT82_HUMAN
24.01	1	CONT_144|gi|89882|pir||S05408	redundant	12.0	491	53681	keratin, type II, component 7c, cytoskeletal [Ovis aries].	70	0	0.000	24	27	19	0	0	0	0.000	0.500	0.250	CONT_044|gi|1083132|pir||A56694, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN, sp|Q9NSB4|KRT82_HUMAN
25.0	1	CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN	contaminant	40.8	564	60044	KERATIN, TYPE II CYTOSKELETAL 6A (CYTOKERATIN 6A) (CK 6A) (K6A KERATIN) [Homo sapiens].	233	5	0.021	69	91	73	1	2	2	8.916	18.744	11.528	CONT_044|gi|1083132|pir||A56694, CONT_064|gi|254622|bbs|112352, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P12036|NFH_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
25.01	1	CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN	redundant	40.8	564	60199	KERATIN, TYPE II CYTOSKELETAL 6C (CYTOKERATIN 6C) (CK 6C) (K6C KERATIN) [Homo sapiens].	233	5	0.021	69	91	73	1	2	2	8.916	18.744	11.528	CONT_044|gi|1083132|pir||A56694, CONT_064|gi|254622|bbs|112352, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P12036|NFH_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
25.02	1	sp|P02538|K2C6A_HUMAN	redundant	40.8	564	60044	Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3	233	5	0.021	69	91	73	1	2	2	8.916	18.744	11.528	CONT_044|gi|1083132|pir||A56694, CONT_064|gi|254622|bbs|112352, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P12036|NFH_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
26.0	1	CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN	contaminant	34.4	564	60066	KERATIN, TYPE II CYTOSKELETAL 6F (CYTOKERATIN 6F) (CK 6F) (K6F KERATIN) [Homo sapiens].	254	0	0.000	73	99	82	0	0	0	0.000	0.000	0.000	CONT_044|gi|1083132|pir||A56694, CONT_064|gi|254622|bbs|112352, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P12036|NFH_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
26.01	1	sp|P04259|K2C6B_HUMAN	redundant	34.4	564	60066	Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5	254	0	0.000	73	99	82	0	0	0	0.000	0.000	0.000	CONT_044|gi|1083132|pir||A56694, CONT_064|gi|254622|bbs|112352, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P12036|NFH_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
27.0	1	CONT_142|gi|88053|pir||A29666	contaminant	11.1	629	64447	keratin, 65K type II cytoskeletal [Homo sapiens].	164	0	0.000	48	64	52	0	0	0	0.000	0.000	0.000	CONT_044|gi|1083132|pir||A56694, CONT_064|gi|254622|bbs|112352, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
27.01	1	sp|P12035|K2C3_HUMAN	redundant	11.1	628	64416	Keratin, type II cytoskeletal 3 OS=Homo sapiens OX=9606 GN=KRT3 PE=1 SV=3	164	0	0.000	48	64	52	0	0	0	0.000	0.000	0.000	CONT_044|gi|1083132|pir||A56694, CONT_064|gi|254622|bbs|112352, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
28.0	1	CONT_154|gi|1181996	contaminant	17.6	425	47034	(X81420) hair type II basic keratin [Homo sapiens].	72	1	0.014	27	26	19	1	0	0	4.016	0.500	0.250	CONT_044|gi|1083132|pir||A56694, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN, sp|Q9NSB4|KRT82_HUMAN
28.01	1	CONT_174|gi|1903220|gnl|PID|e255346	redundant	15.5	483	53193	(X99142) type II intermediate filament of hair keratin [Homo sapiens].	72	1	0.014	27	26	19	1	0	0	4.016	0.500	0.250	CONT_044|gi|1083132|pir||A56694, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN, sp|Q9NSB4|KRT82_HUMAN
28.02	1	CONT_178|gi|2190400|gnl|PID|e321549	redundant	14.9	505	54971	(Y13621) keratin [Homo sapiens].	72	1	0.014	27	26	19	1	0	0	4.016	0.500	0.250	CONT_044|gi|1083132|pir||A56694, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN, sp|Q9NSB4|KRT82_HUMAN
28.03	1	sp|O43790|KRT86_HUMAN	redundant	15.4	486	53500	Keratin, type II cuticular Hb6 OS=Homo sapiens OX=9606 GN=KRT86 PE=1 SV=1	72	1	0.014	27	26	19	1	0	0	4.016	0.500	0.250	CONT_044|gi|1083132|pir||A56694, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN, sp|Q9NSB4|KRT82_HUMAN
28.04	1	sp|Q14533|KRT81_HUMAN	redundant	14.9	505	54928	Keratin, type II cuticular Hb1 OS=Homo sapiens OX=9606 GN=KRT81 PE=1 SV=3	72	1	0.014	27	26	19	1	0	0	4.016	0.500	0.250	CONT_044|gi|1083132|pir||A56694, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN, sp|Q9NSB4|KRT82_HUMAN
29.0	1	CONT_167|gi|1668744|gnl|PID|e195475	contaminant	7.8	425	47570	(X90763) HHa5 hair keratin type I intermediate filament [Homo sapiens].	20	1	0.050	4	9	7	0	1	0	0.000	1.224	0.000	CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_167|gi|1668744|gnl|PID|e195475, CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN, sp|O76014|KRT37_HUMAN, sp|P02533|K1C14_HUMAN, sp|P08779|K1C16_HUMAN, sp|P13646|K1C13_HUMAN
30.0	1	CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN	contaminant	26.0	473	50805	KERATIN, TYPE I CYTOSKELETAL 16 (CYTOKERATIN 16) (K16) (CK 16) [Homo sapiens].	90	2	0.022	23	38	29	0	2	0	0.000	3.699	0.000	CONT_060|gi|542923|pir||S37780, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_167|gi|1668744|gnl|PID|e195475, CONT_168|gi|1708589|sp|P30654|K1CP_HUMAN, sp|O76014|KRT37_HUMAN, sp|P02533|K1C14_HUMAN, sp|P08779|K1C16_HUMAN, sp|P13646|K1C13_HUMAN
31.0	1	CONT_173|gi|1903218|gnl|PID|e255345	contaminant	12.2	507	55802	(X99140) type II intermediate filament of hair keratin [Homo sapiens].	66	1	0.015	25	23	18	1	0	0	2.016	0.000	0.000	CONT_044|gi|1083132|pir||A56694, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN, sp|Q9NSB4|KRT82_HUMAN
31.01	1	sp|P78386|KRT85_HUMAN	redundant	12.2	507	55802	Keratin, type II cuticular Hb5 OS=Homo sapiens OX=9606 GN=KRT85 PE=1 SV=1	66	1	0.015	25	23	18	1	0	0	2.016	0.000	0.000	CONT_044|gi|1083132|pir||A56694, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, CONT_154|gi|1181996, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN, sp|Q9NSB4|KRT82_HUMAN
